id,source_class,discipline,unit,chapter,topic,subtopic,question_type,difficulty,correct_option,figure_required,figures,generator_eligible,validation_status
NEET27-BIO-1981,XI,Zoology,Unit 5: Human Physiology,Excretory Products and Their Elimination,Excretory Products and Their Elimination,Composition of the glomerular filtrate,Direct Concept,Easy,B,False,,True,PASS
NEET27-BIO-1982,XI,Botany,Unit 1: Diversity in Living World,The Living World,The Living World,Metabolism,Direct NCERT-based,Easy,B,False,,True,PASS
NEET27-BIO-1983,XI,Zoology,Unit 5: Human Physiology,Body Fluids and Circulation,Body Fluids and Circulation,Heart anatomy,Integrated Association Analysis,Medium,D,False,,True,PASS
NEET27-BIO-1984,XII,Botany,Unit 10: Ecology and Environment,Ecosystem,Ecosystem,Integrated chapter reasoning,Higher-order multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-1985,XI,Botany,Unit 4: Plant Physiology,Photosynthesis in Higher Plants,Photosynthesis in Higher Plants,Integrated chapter reasoning,Multi-statement,Difficult,A,False,,True,PASS
NEET27-BIO-1986,XI,Botany,Unit 1: Diversity in Living World,Plant Kingdom,Plant Kingdom,Pteridophyte vascular tissue,Direct NCERT-based,Easy,D,False,,True,PASS
NEET27-BIO-1987,XI,Botany,Unit 3: Cell Structure and Function,Biomolecules,Biomolecules,Peptide bond,Numerical,Medium,B,False,,True,PASS
NEET27-BIO-1988,XII,Zoology,Unit 8: Biology and Human Welfare,Human Health and Disease,Human Health and Disease,Prevention and public health,Statement Completion,Medium,A,False,,True,PASS
NEET27-BIO-1989,XII,Botany,Unit 7: Genetics and Evolution,Molecular Basis of Inheritance,Molecular Basis of Inheritance,DNA replication,Reverse Association,Easy,A,False,,True,PASS
NEET27-BIO-1990,XII,Zoology,Unit 6: Reproduction,Human Reproduction,Human Reproduction,Early development,Match the Pair,Medium,B,False,,True,PASS
NEET27-BIO-1991,XII,Botany,Unit 7: Genetics and Evolution,Molecular Basis of Inheritance,Molecular Basis of Inheritance,DNA packaging,Match the Pair,Medium,A,False,,True,PASS
NEET27-BIO-1992,XII,Botany,Unit 7: Genetics and Evolution,Evolution,Evolution,Origin of life,Direct Concept,Easy,C,False,,True,PASS
NEET27-BIO-1993,XI,Botany,Unit 4: Plant Physiology,Respiration in Plants,Respiration in Plants,Stoichiometry of alcoholic fermentation,Multi-Step Numerical,Difficult,B,False,,True,PASS
NEET27-BIO-1994,XII,Botany,Unit 10: Ecology and Environment,Ecosystem,Ecosystem,Ecosystem components and Primary productivity,Statement I and Statement II,Medium,C,False,,True,PASS
NEET27-BIO-1995,XII,Botany,Unit 10: Ecology and Environment,Biodiversity and Conservation,Biodiversity and Conservation,Importance of biodiversity,Direct NCERT-based,Easy,B,False,,True,PASS
NEET27-BIO-1996,XI,Zoology,Unit 5: Human Physiology,Locomotion and Movement,Locomotion and Movement,Skeletal muscle and Sarcomere,Statement I and Statement II,Medium,D,False,,True,PASS
NEET27-BIO-1997,XI,Botany,Unit 3: Cell Structure and Function,Cell: The Unit of Life,Cell: The Unit of Life,Golgi apparatus and Lysosomes,Statement I and Statement II,Medium,A,False,,True,PASS
NEET27-BIO-1998,XII,Botany,Unit 10: Ecology and Environment,Ecosystem,Ecosystem,Integrated chapter reasoning,Multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-1999,XII,Botany,Unit 7: Genetics and Evolution,Molecular Basis of Inheritance,Molecular Basis of Inheritance,Genetic code and translation,Applied Classification,Medium,D,False,,True,PASS
NEET27-BIO-2000,XII,Botany,Unit 10: Ecology and Environment,Ecosystem,Ecosystem,Pyramids of biomass,Direct NCERT-based,Easy,C,False,,True,PASS
NEET27-BIO-2001,XI,Botany,Unit 3: Cell Structure and Function,Cell: The Unit of Life,Cell: The Unit of Life,Integrated chapter reasoning,Multi-statement,Difficult,A,False,,True,PASS
NEET27-BIO-2002,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology and Its Applications,Biotechnology and Its Applications,Bioethics and ownership,Statement Completion,Easy,D,False,,True,PASS
NEET27-BIO-2003,XI,Botany,Unit 3: Cell Structure and Function,Cell: The Unit of Life,Cell: The Unit of Life,Integrated chapter reasoning,Multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-2004,XI,Botany,Unit 3: Cell Structure and Function,Cell: The Unit of Life,Cell: The Unit of Life,Ribosomes,Direct NCERT-based,Easy,A,False,,True,PASS
NEET27-BIO-2005,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Morphology of Flowering Plants,Morphology of Flowering Plants,Fabaceae,Direct NCERT-based,Easy,A,False,,True,PASS
NEET27-BIO-2006,XII,Botany,Unit 10: Ecology and Environment,Organisms and Populations,Organisms and Populations,Natality,Direct NCERT-based,Easy,C,False,,True,PASS
NEET27-BIO-2007,XI,Botany,Unit 3: Cell Structure and Function,Cell: The Unit of Life,Cell: The Unit of Life,Integrated chapter reasoning,Higher-order multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-2008,XII,Botany,Unit 7: Genetics and Evolution,Evolution,Evolution,Human evolution,Cross-Concept Elimination,Difficult,D,False,,True,PASS
NEET27-BIO-2009,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Morphology of Flowering Plants,Morphology of Flowering Plants,Ovary position with Placentation,Applied statement comparison,Medium,B,False,,True,PASS
NEET27-BIO-2010,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology and Its Applications,Biotechnology and Its Applications,Bioethics and ownership,Reverse Association,Easy,B,False,,True,PASS
NEET27-BIO-2011,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Morphology of Flowering Plants,Morphology of Flowering Plants,Root systems,Direct NCERT-based,Easy,D,False,,True,PASS
NEET27-BIO-2012,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Anatomy of Flowering Plants,Anatomy of Flowering Plants,Parenchyma,Direct NCERT-based,Easy,A,False,,True,PASS
NEET27-BIO-2013,XII,Zoology,Unit 8: Biology and Human Welfare,Human Health and Disease,Human Health and Disease,Antibody structure,Integrated Association Analysis,Medium,C,False,,True,PASS
NEET27-BIO-2014,XII,Botany,Unit 10: Ecology and Environment,Biodiversity and Conservation,Biodiversity and Conservation,Threats and extinction,Case Analysis,Difficult,A,False,,True,PASS
NEET27-BIO-2015,XI,Botany,Unit 4: Plant Physiology,Respiration in Plants,Respiration in Plants,Cytochrome C oxidase,Direct Concept,Easy,B,False,,True,PASS
NEET27-BIO-2016,XI,Zoology,Unit 2: Structural Organisation in Animals and Plants,Structural Organisation in Animals,Structural Organisation in Animals,Integrated chapter reasoning,Multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-2017,XII,Botany,Unit 10: Ecology and Environment,Organisms and Populations,Organisms and Populations,Parasitism,Direct NCERT-based,Easy,D,False,,True,PASS
NEET27-BIO-2018,XI,Botany,Unit 1: Diversity in Living World,Biological Classification,Biological Classification,Lichens,Direct NCERT-based,Easy,C,False,,True,PASS
NEET27-BIO-2019,XI,Zoology,Unit 5: Human Physiology,Neural Control and Coordination,Neural Control and Coordination,Central nervous system,Cross-Concept Elimination,Difficult,D,False,,True,PASS
NEET27-BIO-2020,XI,Botany,Unit 4: Plant Physiology,Respiration in Plants,Respiration in Plants,Try this: fermentation by yeast,Application Based,Medium,D,False,,True,PASS
NEET27-BIO-2021,XI,Zoology,Unit 5: Human Physiology,Body Fluids and Circulation,Body Fluids and Circulation,Cardiac cycle and ECG,Reverse Association,Easy,B,False,,True,PASS
NEET27-BIO-2022,XI,Botany,Unit 4: Plant Physiology,Respiration in Plants,Respiration in Plants,Definition and extent of glycolysis,Direct Concept,Easy,D,False,,True,PASS
NEET27-BIO-2023,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Chromosomes linkage and crossing over,Direct Concept,Easy,C,False,,True,PASS
NEET27-BIO-2024,XI,Botany,Unit 4: Plant Physiology,Respiration in Plants,Respiration in Plants,Products of the connecting link reaction,Direct Concept,Easy,A,False,,True,PASS
NEET27-BIO-2025,XI,Botany,Unit 1: Diversity in Living World,The Living World,The Living World,Author citation,Direct NCERT-based,Easy,A,False,,True,PASS
NEET27-BIO-2026,XII,Botany,Unit 7: Genetics and Evolution,Molecular Basis of Inheritance,Molecular Basis of Inheritance,Genetic code and translation,Reverse Association,Easy,C,False,,True,PASS
NEET27-BIO-2027,XI,Botany,Unit 4: Plant Physiology,Photosynthesis in Higher Plants,Photosynthesis in Higher Plants,Integrated chapter reasoning,Higher-order multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-2028,XI,Botany,Unit 4: Plant Physiology,Respiration in Plants,Respiration in Plants,Reduced coenzyme yield of the cycle,Numerical,Medium,A,False,,True,PASS
NEET27-BIO-2029,XI,Botany,Unit 1: Diversity in Living World,Biological Classification,Biological Classification,Protozoans,Direct NCERT-based,Easy,B,False,,True,PASS
NEET27-BIO-2030,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Chromosomal disorders,Cross-Concept Elimination,Difficult,A,False,,True,PASS
NEET27-BIO-2031,XI,Botany,Unit 3: Cell Structure and Function,Biomolecules,Biomolecules,Base pairing,Direct Concept,Easy,D,False,,True,PASS
NEET27-BIO-2032,XI,Botany,Unit 3: Cell Structure and Function,Biomolecules,Biomolecules,Double helix model,Direct Concept,Easy,A,False,,True,PASS
NEET27-BIO-2033,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Morphology of Flowering Plants,Morphology of Flowering Plants,Fruits and Malvaceae,Statement I and Statement II,Medium,B,False,,True,PASS
NEET27-BIO-2034,XI,Botany,Unit 1: Diversity in Living World,Plant Kingdom,Plant Kingdom,Integrated chapter reasoning,Higher-order multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-2035,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Chromosomes linkage and crossing over,Integrated Association Analysis,Medium,C,False,,True,PASS
NEET27-BIO-2036,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology: Principles and Processes,Biotechnology: Principles and Processes,PCR and analysis,Reverse Association,Easy,C,False,,True,PASS
NEET27-BIO-2037,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Sex determination,Applied Classification,Medium,A,False,,True,PASS
NEET27-BIO-2038,XI,Botany,Unit 4: Plant Physiology,Photosynthesis in Higher Plants,Photosynthesis in Higher Plants,Integrated chapter reasoning,Higher-order multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-2039,XI,Zoology,Unit 1: Diversity in Living World,Animal Kingdom,Animal Kingdom,Integrated chapter reasoning,Higher-order multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-2040,XI,Botany,Unit 1: Diversity in Living World,Biological Classification,Biological Classification,Integrated chapter reasoning,Multi-statement,Difficult,A,False,,True,PASS
NEET27-BIO-2041,XI,Botany,Unit 1: Diversity in Living World,The Living World,The Living World,Characteristics of living organisms and Reproduction,Statement I and Statement II,Medium,B,False,,True,PASS
NEET27-BIO-2042,XII,Zoology,Unit 6: Reproduction,Human Reproduction,Human Reproduction,Menstrual cycle,Reverse Association,Easy,B,False,,True,PASS
NEET27-BIO-2043,XI,Zoology,Unit 5: Human Physiology,Body Fluids and Circulation,Body Fluids and Circulation,Vessels pressure and lymph,Evidence Integration,Difficult,C,False,,True,PASS
NEET27-BIO-2044,XII,Botany,Unit 7: Genetics and Evolution,Molecular Basis of Inheritance,Molecular Basis of Inheritance,DNA packaging,Direct Concept,Easy,D,False,,True,PASS
NEET27-BIO-2045,XI,Botany,Unit 1: Diversity in Living World,The Living World,The Living World,Author citation and Characteristics of living organisms,Statement I and Statement II,Medium,C,False,,True,PASS
NEET27-BIO-2046,XI,Zoology,Unit 5: Human Physiology,Breathing and Exchange of Gases,Breathing and Exchange of Gases,Gas transport,Cross-Concept Elimination,Difficult,B,False,,True,PASS
NEET27-BIO-2047,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology: Principles and Processes,Biotechnology: Principles and Processes,Core principles,Direct Concept,Easy,A,False,,True,PASS
NEET27-BIO-2048,XII,Zoology,Unit 6: Reproduction,Reproductive Health,Reproductive Health,Assisted reproduction and infection,Cross-Concept Elimination,Difficult,D,False,,True,PASS
NEET27-BIO-2049,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Morphology of Flowering Plants,Morphology of Flowering Plants,Integrated chapter reasoning,Multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-2050,XII,Botany,Unit 10: Ecology and Environment,Organisms and Populations,Organisms and Populations,Age structure of populations,Diagram Interpretation,Easy,C,True,figures/NEET27-BIO-XII-CH11-FIG02.png,True,PASS
NEET27-BIO-2051,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Mendelian inheritance,Match the Pair,Medium,D,False,,True,PASS
NEET27-BIO-2052,XI,Zoology,Unit 5: Human Physiology,Chemical Coordination and Integration,Chemical Coordination and Integration,Central nervous system,Case Analysis,Difficult,C,False,,True,PASS
NEET27-BIO-2053,XII,Botany,Unit 7: Genetics and Evolution,Molecular Basis of Inheritance,Molecular Basis of Inheritance,Genetic code and translation,Cross-Concept Elimination,Difficult,D,False,,True,PASS
NEET27-BIO-2054,XI,Zoology,Unit 1: Diversity in Living World,Animal Kingdom,Animal Kingdom,Integrated chapter reasoning,Multi-statement,Difficult,A,False,,True,PASS
NEET27-BIO-2055,XII,Botany,Unit 10: Ecology and Environment,Ecosystem,Ecosystem,Food chains and Food web,Statement I and Statement II,Medium,A,False,,True,PASS
NEET27-BIO-2056,XII,Botany,Unit 6: Reproduction,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,Ovule and embryo sac,Reverse Association,Easy,D,False,,True,PASS
NEET27-BIO-2057,XI,Botany,Unit 4: Plant Physiology,Plant Growth and Development,Plant Growth and Development,Integrated chapter reasoning,Higher-order multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-2058,XI,Zoology,Unit 5: Human Physiology,Neural Control and Coordination,Neural Control and Coordination,Central nervous system,Applied Classification,Medium,C,False,,True,PASS
NEET27-BIO-2059,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Sex determination,Integrated Association Analysis,Medium,B,False,,True,PASS
NEET27-BIO-2060,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Anatomy of Flowering Plants,Anatomy of Flowering Plants,Integrated chapter reasoning,Higher-order multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-2061,XI,Zoology,Unit 5: Human Physiology,Breathing and Exchange of Gases,Breathing and Exchange of Gases,Gas transport,Integrated Association Analysis,Medium,D,False,,True,PASS
NEET27-BIO-2062,XI,Botany,Unit 4: Plant Physiology,Photosynthesis in Higher Plants,Photosynthesis in Higher Plants,Calvin-cycle phases,Direct NCERT-based,Easy,B,False,,True,PASS
NEET27-BIO-2063,XII,Zoology,Unit 8: Biology and Human Welfare,Human Health and Disease,Human Health and Disease,Immunity,Applied Classification,Medium,D,False,,True,PASS
NEET27-BIO-2064,XII,Botany,Unit 7: Genetics and Evolution,Evolution,Evolution,Evolutionary theories,Direct Concept,Easy,B,False,,True,PASS
NEET27-BIO-2065,XI,Botany,Unit 4: Plant Physiology,Respiration in Plants,Respiration in Plants,Ubiquinone as a mobile carrier,Direct Concept,Easy,D,False,,True,PASS
NEET27-BIO-2066,XII,Botany,Unit 7: Genetics and Evolution,Molecular Basis of Inheritance,Molecular Basis of Inheritance,DNA replication,Direct Concept,Easy,C,False,,True,PASS
NEET27-BIO-2067,XII,Botany,Unit 10: Ecology and Environment,Biodiversity and Conservation,Biodiversity and Conservation,Levels of biodiversity,Direct Concept,Easy,A,False,,True,PASS
NEET27-BIO-2068,XII,Botany,Unit 7: Genetics and Evolution,Molecular Basis of Inheritance,Molecular Basis of Inheritance,DNA replication,Applied Classification,Medium,B,False,,True,PASS
NEET27-BIO-2069,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology: Principles and Processes,Biotechnology: Principles and Processes,Cloning vectors,Reverse Association,Easy,B,False,,True,PASS
NEET27-BIO-2070,XII,Botany,Unit 6: Reproduction,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,Post-fertilization development,Case Analysis,Difficult,A,False,,True,PASS
